software02,h-index,a-index,k-core,ForwardPageRank-Sora,ForwardBackPageRank-Sora,g-core,MinClass,TSEPageRank,LiuPageRank,TSEPageRank_v15,iFit,CloAct
ant_main(10)2%=0.02,0.142857144,0,0.142857144,0.142857144,0.142857144,0.142857144,0.357142857,0.357142857,0.285714287,0.357142857,0.428571435,0.362844702
argouml(12)2%=0.02,0.20746888,0,0.345781463,0.484094046,0.484094046,0,0.484094046,0.414937759,0.484094046,0.553250353,0.622406639,0.6378455
jedit(7)2%=0.02,0.416377517,0,0.346981265,0.346981265,0.346981265,0.346981265,0.346981265,0.346981265,0.416377517,0.416377517,0.416377517,0.417536535
jgap(18)2%=0.02,0.075987842,0,0.075987842,0.151975685,0.151975685,0,0.075987842,0.151975685,0.151975685,0.075987842,0.075987842,0.157728707
jhotdraw(9)2%=0.02,0.402414488,0,0.201207244,0.50301812,0.50301812,0.603621739,0.402414488,0.201207244,0.201207244,0.201207244,0.301810869,0.244498779
jmeter_core(14)2%=0.02,0.10416667,0,0.10416667,0.10416667,0.10416667,0.10416667,0.10416667,0.20833334,0.20833334,0.10416667,0.10416667,0.105596624
JPMC(24)2%=0.02,0,0,0,0,0,0,0,0,0.074239052,0,0,0
Maze(27)2%=0.02,0.070472164,0,0.070472164,0.070472164,0.070472164,0.070472164,0.070472164,0.070472164,0.070472164,0.070472164,0.070472164,0.070671379
neuroph(24)2%=0.02,0.218023256,0,0.145348841,0.145348841,0.145348841,0.145348841,0.290697682,0.218023256,0.218023256,0.218023256,0.218023256,0.296515946
tomcat(28)2%=0.02,0.300842362,0,0.330926591,0.150421181,0.150421181,0.240673891,0.180505416,0.180505416,0.150421181,0.210589651,0.240673891,0.246837401
Xerces(6)2%=0.02,0.075700228,0,0.151400455,0,0,0.075700228,0.075700228,0.075700228,0,0,0,0
