software07,h-index,a-index,k-core,ForwardPageRank-Sora,ForwardBackPageRank-Sora,g-core,MinClass,TSEPageRank,LiuPageRank,TSEPageRank_v15,iFit,CloAct
ant_main(10)7%=0.07,0.109589041,0,0.054794521,0.109589041,0.109589041,0.082191781,0.164383563,0.219178083,0.191780821,0.219178083,0.219178083,0.223901484
argouml(12)7%=0.07,0.224655997,0,0.252737995,0.308901995,0.308901995,0.224655997,0.308901995,0.308901995,0.336983993,0.336983993,0.336983993,0.348989385
jedit(7)7%=0.07,0.143936668,0,0.143936668,0.167926113,0.167926113,0.143936668,0.143936668,0.143936668,0.167926113,0.167926113,0.167926113,0.168491997
jgap(18)7%=0.07,0.339558575,0,0.127334467,0.254668933,0.254668933,0.254668933,0.212224113,0.169779287,0.169779287,0.127334467,0.212224113,0.2285192
jhotdraw(9)7%=0.07,0.297366186,0,0.254885303,0.339847069,0.339847069,0.339847069,0.297366186,0.297366186,0.297366186,0.297366186,0.382327952,0.402761797
jmeter_core(14)7%=0.07,0.24844721,0,0.310559009,0.24844721,0.24844721,0.310559009,0.186335405,0.186335405,0.186335405,0.24844721,0.372670809,0.319590927
JPMC(24)7%=0.07,0,0,0,0.116652088,0.116652088,0,0.058326044,0.058326044,0.058326044,0.058326044,0,0
Maze(27)7%=0.07,0.188501415,0.062833805,0.12566761,0.25133522,0.25133522,0.188501415,0.25133522,0.25133522,0.25133522,0.25133522,0.25133522,0.25356577
neuroph(24)7%=0.07,0.385462546,0,0.330396476,0.385462546,0.385462546,0.275330392,0.440528643,0.440528643,0.495594714,0.440528643,0.385462546,0.522799884
tomcat(28)7%=0.07,0.270469633,0,0.258175559,0.135234816,0.135234816,0.295057783,0.208999263,0.159822965,0.110646668,0.19670519,0.221293336,0.267737617
Xerces(6)7%=0.07,0.077449335,0,0.103265781,0.05163289,0.05163289,0.103265781,0.077449335,0.05163289,0,0.05163289,0.077449335,0.080428954
